Local time,Open,High,Low,Close,Volume
13.05.2024 00:00:00.000 GMT+0200,1.07710,1.07721,1.07710,1.07719,8.1
13.05.2024 00:00:01.000 GMT+0200,1.07725,1.07725,1.07721,1.07721,6.3
13.05.2024 00:00:02.000 GMT+0200,1.07718,1.07718,1.07718,1.07718,0.9
13.05.2024 00:00:04.000 GMT+0200,1.07720,1.07720,1.07720,1.07720,0.9
13.05.2024 00:00:05.000 GMT+0200,1.07719,1.07719,1.07718,1.07718,1.8
13.05.2024 00:00:08.000 GMT+0200,1.07718,1.07719,1.07718,1.07719,4.500000000000001
13.05.2024 00:00:09.000 GMT+0200,1.07720,1.07720,1.07720,1.07720,0.9
13.05.2024 00:00:10.000 GMT+0200,1.07719,1.07720,1.07719,1.07720,1.8
13.05.2024 00:00:11.000 GMT+0200,1.07720,1.07720,1.07720,1.07720,1.8
13.05.2024 00:00:12.000 GMT+0200,1.07723,1.07723,1.07723,1.07723,0.9
13.05.2024 00:00:13.000 GMT+0200,1.07722,1.07722,1.07718,1.07721,4.5
13.05.2024 00:00:14.000 GMT+0200,1.07721,1.07721,1.07721,1.07721,0.9
13.05.2024 00:00:15.000 GMT+0200,1.07730,1.07731,1.07730,1.07731,2.7000000000000006
13.05.2024 00:00:16.000 GMT+0200,1.07730,1.07730,1.07728,1.07728,2.74
13.05.2024 00:00:22.000 GMT+0200,1.07729,1.07729,1.07729,1.07729,0.9
13.05.2024 00:00:23.000 GMT+0200,1.07728,1.07728,1.07728,1.07728,2.7
13.05.2024 00:00:25.000 GMT+0200,1.07728,1.07728,1.07728,1.07728,2.7000000000000006
13.05.2024 00:00:26.000 GMT+0200,1.07713,1.07713,1.07711,1.07711,1.8
13.05.2024 00:00:27.000 GMT+0200,1.07719,1.07724,1.07719,1.07721,22.05
13.05.2024 00:00:30.000 GMT+0200,1.07722,1.07722,1.07722,1.07722,11.7
13.05.2024 00:00:43.000 GMT+0200,1.07722,1.07722,1.07721,1.07721,3.6
13.05.2024 00:00:50.000 GMT+0200,1.07722,1.07724,1.07721,1.07721,7.6499999999999995
13.05.2024 00:00:51.000 GMT+0200,1.07722,1.07724,1.07721,1.07721,5.85
13.05.2024 00:01:00.000 GMT+0200,1.07724,1.07724,1.07721,1.07721,7.2
13.05.2024 00:01:01.000 GMT+0200,1.07724,1.07724,1.07724,1.07724,1.8
13.05.2024 00:01:02.000 GMT+0200,1.07723,1.07723,1.07721,1.07721,5.85
