Local time,Open,High,Low,Close,Volume
20.05.2024 00:00:00.000 GMT+0200,1.08688,1.08694,1.08681,1.08681,7.199999999999999
20.05.2024 00:00:01.000 GMT+0200,1.08681,1.08681,1.08679,1.08679,1.8
20.05.2024 00:00:02.000 GMT+0200,1.08681,1.08684,1.08681,1.08684,5.4
20.05.2024 00:00:04.000 GMT+0200,1.08684,1.08685,1.08684,1.08685,1.8
20.05.2024 00:00:08.000 GMT+0200,1.08685,1.08685,1.08685,1.08685,0.9
20.05.2024 00:00:11.000 GMT+0200,1.08686,1.08686,1.08684,1.08684,2.7000000000000006
20.05.2024 00:00:12.000 GMT+0200,1.08686,1.08686,1.08686,1.08686,0.9
20.05.2024 00:00:13.000 GMT+0200,1.08686,1.08687,1.08686,1.08687,1.8
20.05.2024 00:00:15.000 GMT+0200,1.08688,1.08692,1.08687,1.08692,5.4
20.05.2024 00:00:16.000 GMT+0200,1.08694,1.08695,1.08694,1.08695,3.6
20.05.2024 00:00:17.000 GMT+0200,1.08695,1.08702,1.08693,1.08702,5.4
20.05.2024 00:00:18.000 GMT+0200,1.08698,1.08701,1.08692,1.08692,7.25
20.05.2024 00:00:20.000 GMT+0200,1.08694,1.08697,1.08694,1.08697,4.5
20.05.2024 00:00:21.000 GMT+0200,1.08697,1.08697,1.08697,1.08697,0.9
20.05.2024 00:00:22.000 GMT+0200,1.08700,1.08700,1.08700,1.08700,3.6
20.05.2024 00:00:23.000 GMT+0200,1.08700,1.08703,1.08700,1.08703,5.4
20.05.2024 00:00:24.000 GMT+0200,1.08700,1.08701,1.08700,1.08701,4.5
20.05.2024 00:00:26.000 GMT+0200,1.08701,1.08702,1.08695,1.08702,11.7
20.05.2024 00:00:27.000 GMT+0200,1.08702,1.08703,1.08702,1.08702,13.950000000000001
20.05.2024 00:00:30.000 GMT+0200,1.08702,1.08702,1.08700,1.08700,6.75
20.05.2024 00:00:31.000 GMT+0200,1.08697,1.08697,1.08695,1.08697,3.1500000000000004
20.05.2024 00:00:32.000 GMT+0200,1.08697,1.08697,1.08697,1.08697,4.95
20.05.2024 00:00:33.000 GMT+0200,1.08697,1.08697,1.08697,1.08697,3.6
20.05.2024 00:00:35.000 GMT+0200,1.08697,1.08697,1.08697,1.08697,4.95
20.05.2024 00:00:37.000 GMT+0200,1.08697,1.08697,1.08697,1.08697,4.95
