Local time,Open,High,Low,Close,Volume
17.05.2024 00:00:00.000 GMT+0200,1.08660,1.08666,1.08660,1.08665,4.500000000000001
17.05.2024 00:00:01.000 GMT+0200,1.08666,1.08666,1.08666,1.08666,2.7000000000000006
17.05.2024 00:00:02.000 GMT+0200,1.08667,1.08668,1.08667,1.08668,2.7000000000000006
17.05.2024 00:00:03.000 GMT+0200,1.08669,1.08669,1.08669,1.08669,1.8
17.05.2024 00:00:05.000 GMT+0200,1.08670,1.08670,1.08670,1.08670,3.6
17.05.2024 00:00:06.000 GMT+0200,1.08672,1.08673,1.08672,1.08673,2.7000000000000006
17.05.2024 00:00:15.000 GMT+0200,1.08675,1.08675,1.08675,1.08675,0.9
17.05.2024 00:00:16.000 GMT+0200,1.08678,1.08678,1.08678,1.08678,1.8
17.05.2024 00:00:21.000 GMT+0200,1.08673,1.08673,1.08673,1.08673,2.7
17.05.2024 00:00:22.000 GMT+0200,1.08673,1.08675,1.08673,1.08675,6.75
17.05.2024 00:00:31.000 GMT+0200,1.08677,1.08677,1.08676,1.08676,5.400000000000001
17.05.2024 00:00:32.000 GMT+0200,1.08677,1.08678,1.08677,1.08678,2.7000000000000006
17.05.2024 00:00:36.000 GMT+0200,1.08678,1.08678,1.08678,1.08678,1.8
17.05.2024 00:00:37.000 GMT+0200,1.08678,1.08678,1.08678,1.08678,3.6
17.05.2024 00:00:38.000 GMT+0200,1.08678,1.08678,1.08678,1.08678,3.6
17.05.2024 00:00:55.000 GMT+0200,1.08678,1.08678,1.08678,1.08678,1.8
17.05.2024 00:00:56.000 GMT+0200,1.08678,1.08678,1.08678,1.08678,1.8
17.05.2024 00:01:00.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,0.9
17.05.2024 00:01:02.000 GMT+0200,1.08682,1.08682,1.08679,1.08679,3.6
17.05.2024 00:01:22.000 GMT+0200,1.08680,1.08680,1.08680,1.08680,0.9
17.05.2024 00:01:29.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,1.8
17.05.2024 00:01:31.000 GMT+0200,1.08680,1.08680,1.08680,1.08680,1.8
17.05.2024 00:01:55.000 GMT+0200,1.08682,1.08683,1.08682,1.08683,4.05
17.05.2024 00:01:56.000 GMT+0200,1.08683,1.08683,1.08683,1.08683,0.9
17.05.2024 00:01:58.000 GMT+0200,1.08683,1.08683,1.08683,1.08683,0.9
17.05.2024 00:02:00.000 GMT+0200,1.08682,1.08682,1.08682,1.08682,0.9
17.05.2024 00:02:03.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,0.9
17.05.2024 00:02:04.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,0.9
17.05.2024 00:02:11.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,0.9
17.05.2024 00:02:12.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,0.9
17.05.2024 00:02:13.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,0.9
17.05.2024 00:02:31.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,1.8
17.05.2024 00:02:32.000 GMT+0200,1.08679,1.08681,1.08679,1.08679,5.400000000000001
17.05.2024 00:02:33.000 GMT+0200,1.08680,1.08680,1.08680,1.08680,0.9
17.05.2024 00:02:34.000 GMT+0200,1.08681,1.08681,1.08681,1.08681,1.8
17.05.2024 00:02:44.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,2.7
17.05.2024 00:04:01.000 GMT+0200,1.08680,1.08680,1.08680,1.08680,0.9
17.05.2024 00:04:03.000 GMT+0200,1.08680,1.08680,1.08680,1.08680,0.9
17.05.2024 00:04:14.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,2.7
17.05.2024 00:05:09.000 GMT+0200,1.08680,1.08680,1.08680,1.08680,0.9
17.05.2024 00:05:17.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,2.7
17.05.2024 00:05:58.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,2.7
17.05.2024 00:06:04.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,0.9
17.05.2024 00:07:30.000 GMT+0200,1.08679,1.08679,1.08679,1.08679,2.7
