Local time,Open,High,Low,Close,Volume
10.05.2024 00:00:00.000 GMT+0200,1.07811,1.07819,1.07809,1.07819,7.199999999999999
10.05.2024 00:00:01.000 GMT+0200,1.07819,1.07823,1.07819,1.07823,8.1
10.05.2024 00:00:02.000 GMT+0200,1.07823,1.07823,1.07823,1.07823,3.6
10.05.2024 00:00:03.000 GMT+0200,1.07823,1.07823,1.07823,1.07823,3.6
10.05.2024 00:00:07.000 GMT+0200,1.07823,1.07824,1.07823,1.07824,6.3
10.05.2024 00:00:08.000 GMT+0200,1.07824,1.07824,1.07823,1.07823,5.4
10.05.2024 00:00:09.000 GMT+0200,1.07823,1.07823,1.07823,1.07823,11.7
10.05.2024 00:00:10.000 GMT+0200,1.07823,1.07824,1.07823,1.07824,5.400000000000001
10.05.2024 00:00:11.000 GMT+0200,1.07824,1.07826,1.07824,1.07826,5.400000000000001
10.05.2024 00:00:12.000 GMT+0200,1.07826,1.07830,1.07826,1.07830,6.300000000000001
10.05.2024 00:00:13.000 GMT+0200,1.07830,1.07830,1.07830,1.07830,0.9
10.05.2024 00:00:14.000 GMT+0200,1.07831,1.07833,1.07831,1.07833,6.300000000000001
10.05.2024 00:00:19.000 GMT+0200,1.07833,1.07833,1.07833,1.07833,5.400000000000001
10.05.2024 00:00:20.000 GMT+0200,1.07833,1.07833,1.07833,1.07833,2.7
10.05.2024 00:00:21.000 GMT+0200,1.07834,1.07834,1.07834,1.07834,3.6
10.05.2024 00:00:22.000 GMT+0200,1.07833,1.07835,1.07833,1.07835,10.88
10.05.2024 00:00:23.000 GMT+0200,1.07836,1.07838,1.07836,1.07838,2.7000000000000006
10.05.2024 00:00:32.000 GMT+0200,1.07838,1.07838,1.07838,1.07838,2.25
10.05.2024 00:00:36.000 GMT+0200,1.07838,1.07838,1.07838,1.07838,2.25
10.05.2024 00:00:38.000 GMT+0200,1.07838,1.07838,1.07838,1.07838,2.25
10.05.2024 00:00:42.000 GMT+0200,1.07839,1.07840,1.07839,1.07840,4.95
10.05.2024 00:00:51.000 GMT+0200,1.07839,1.07839,1.07839,1.07839,5.85
10.05.2024 00:00:52.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,1.8
10.05.2024 00:01:00.000 GMT+0200,1.07841,1.07841,1.07841,1.07841,0.9
10.05.2024 00:01:15.000 GMT+0200,1.07841,1.07841,1.07841,1.07841,0.9
10.05.2024 00:01:16.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,3.15
10.05.2024 00:01:17.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,0.45
10.05.2024 00:01:58.000 GMT+0200,1.07840,1.07840,1.07838,1.07838,1.3500000000000003
10.05.2024 00:02:00.000 GMT+0200,1.07837,1.07837,1.07837,1.07837,2.7
10.05.2024 00:02:25.000 GMT+0200,1.07836,1.07836,1.07836,1.07836,1.8
10.05.2024 00:02:26.000 GMT+0200,1.07836,1.07836,1.07836,1.07836,0.9
10.05.2024 00:02:27.000 GMT+0200,1.07836,1.07836,1.07836,1.07836,1.8
10.05.2024 00:02:33.000 GMT+0200,1.07835,1.07835,1.07835,1.07835,2.7
10.05.2024 00:02:39.000 GMT+0200,1.07835,1.07835,1.07835,1.07835,5.4
10.05.2024 00:02:42.000 GMT+0200,1.07835,1.07835,1.07835,1.07835,2.7
10.05.2024 00:02:44.000 GMT+0200,1.07835,1.07835,1.07835,1.07835,2.7
10.05.2024 00:03:00.000 GMT+0200,1.07836,1.07836,1.07835,1.07835,4.5
10.05.2024 00:03:01.000 GMT+0200,1.07836,1.07837,1.07836,1.07837,3.6
10.05.2024 00:03:04.000 GMT+0200,1.07839,1.07839,1.07839,1.07839,2.7
10.05.2024 00:03:18.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,1.8
10.05.2024 00:03:24.000 GMT+0200,1.07839,1.07839,1.07838,1.07838,5.739999999999999
10.05.2024 00:03:28.000 GMT+0200,1.07839,1.07839,1.07839,1.07839,1.8
10.05.2024 00:03:36.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,0.45
10.05.2024 00:03:45.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,2.7
10.05.2024 00:03:49.000 GMT+0200,1.07841,1.07841,1.07841,1.07841,1.8
10.05.2024 00:04:16.000 GMT+0200,1.07840,1.07841,1.07840,1.07841,4.05
10.05.2024 00:04:30.000 GMT+0200,1.07841,1.07841,1.07841,1.07841,1.8
10.05.2024 00:04:40.000 GMT+0200,1.07840,1.07840,1.07840,1.07840,0.45
10.05.2024 00:04:50.000 GMT+0200,1.07841,1.07841,1.07840,1.07841,4.05
10.05.2024 00:05:09.000 GMT+0200,1.07841,1.07841,1.07841,1.07841,1.8
10.05.2024 00:05:18.000 GMT+0200,1.07842,1.07842,1.07842,1.07842,1.8
